Domain,Website Status,SPF,DKIM,DMARC
banbatoys.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.235.235 include:spf.webhostingireland.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAopR0ec8mf4BmOO8Tx0TytY6hKqSeTJf45XvtM0c3SuDnoM4O/fuy0u9f7tcwaTU2J0ieL1TwUFjrgDiYuCsgXM7XEDCDSUgq9opxa3L31uZIaf2AmlIyTOBJzOsuR9nAMaRYlxSX+Dqxp+fFEiq/1cmDFjDNBRyJgemM0R6iDbs8SppXsq9SJAPxBuEJ1bJfa sOlW9pEp52j4j+5p2Ptyc+rgP7O0jKwWII2feZgroUok39ILGInWUB356/AMALIj0MACJe6/OtFcBkVHA8aiHMq7IDCQ2lrzcaFykWoPXLwFPoMxvLFgSAqTAQ8lP6YaOkSzF1csvAz9ItnmHJwxQIDAQAB;,Not found
localenterprise.ie,Live (HTTP),v=spf1 ip4:137.191.232.68 ip4:82.195.132.215  ip4:91.210.233.143 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject;  rua=mailto:dmarc_agg@vali.email,mailto:payfhdig@ag.eu.dmarcian.com; ruf=mailto:payfhdig@fr.eu.dmarcian.com; aspf=r;
stpatricksfestival.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:spf.mandrillapp.com -all,Not found,v=DMARC1; p=none;
betinireland.ie,Live (HTTP),v=spf1 include:_spf.mx.cloudflare.net ~all,Not found,Not found
ncirl.ie,Live (HTTP),v=spf1 ip4:193.1.209.100 ip4:20.54.73.47 ip4:20.93.10.149 ip4:10.60.26.5 ip4:78.153.205.252 ip4:78.153.203.204 ip4:193.1.245.136 include:spf2.ncirl.ie include:spf.protection.outlook.com include:spf.constantcontact.com include:457020.spf01.hubspotemail.net  include:_spf.eu.messagegears.net include:spf.blacknight.com include:mail.zendesk.com -all,Not found,v=DMARC1; p=none;
luas.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; pct=100; rua=mailto:dmarc.reports@luas.ie; ruf=mailto:dmarc.reports@luas.ie; fo=1
president.ie,Live (HTTP),v=spf1 ip4:137.191.249.114 include:spfext.itservices.gov.ie include:servers.mcsv.net ~all,Not found,v=DMARC1;p=none;
thinkingtoys.ie,Live (HTTP),v=spf1 redirect=_spf.mailhostbox.com,Not found,v=DMARC1; p=none;
presleyblue.ie,Live (HTTP),v=spf1 include:spf.titan.email ~all,Not found,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100
donnellan.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
littledreamers.ie,Live (HTTP),v=spf1 include:spf.titan.email ~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:info@littledreamers.ie
gadgetman.ie,Live (HTTP),v=spf1 ip4:185.224.198.154 +a +mx -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2NajQ7umZwkg9+meG/r21iz99JbjR0UUCit8x+VxFNPRzpASRoA0VrN5jjCLPsGCqEsxl3vzm9+sdbwBRcFsyFWx4LBVE7/bJKtQ/17+4Agm10aSdfurMWgwWNXeBGGTVzWQ49s18/BMtFklJ0nuh2kERWAw8WhqBPcF8cR/wmQTWBwbi0dxJEZWIyR5vc63d /1FzBDqzBaGE1V9XF6mz2IuRGy1uSzQd99CCaooqwM4QLzqzeeVJsdEnJ3eoBW6SOKyrU/ooeY46kqFXAXy0FGOR482sGIgdY2Cv0N2pUocDK/hoMNIbxu/kp1kb98wMZ6JYKU4z+lqRpapCk1ygwIDAQAB;,v=DMARC1; p=none;
saintstreet.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,Not found
11teamsports.ie,Live (HTTP),v=spf1 redirect=_spf.t4s.cz,Not found,v=DMARC1; p=none; rua=mailto:dmarc-reports@11teamsports.ie; ruf=mailto:dmarc-reports@11teamsports.ie; adkim=r; aspf=r; pct=100;
gript.ie,Live (HTTP),v=spf1 include:_spf.google.com include:144494331.spf06.hubspotemail.net ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA52SdeyUkJOm/8V8giW4jP2pChxBdStVMkMV1PKFOUqZ8dT0c48viHmhVjg0scUPD6pCryt7SneaddQbstYvG3n8iO/0DhsOWy/pdO9TcKWseQ3pVf6bkX32JhpjesjewKI30k0CsGRsOUeniFHHVnyx47ELfaxhHDsHRb96MaJFCCIm3MZyrlTiPUDPWUYgI8  7VxzgVC4Ga2F9X6Ekvp+2W74GQTIJRn05q4tA9LC2i8Gw/4OZjVdvCI78yl5ZqZZb+arMhxRPxwisIjiWk6P58wyjeM3D8hFxwPLa1s662DRo1uS/roQsML0Q57lV++6ZY8nZkWE/c4SHRS1jf9bQIDAQAB;,v=DMARC1; p=none; rua=mailto:news@gript.ie
sarkar.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; pct=100; fo=1; ri=3600;
indymedia.ie,No response,Not found,Not found,Not found
base2race.ie,Live (HTTP),v=spf1 a mx include:spf.irishdomains.com,Not found,Not found
mastodon.ie,Live (HTTPS),v=spf1 include:_spf.protonmail.ch mx ~all,Not found,v=DMARC1; p=none
nozomishoes.ie,Live (HTTP),Not found,Not found,Not found
universaldesign.ie,Live (HTTP),v=spf1 include:jsec.ie -all,Not found,Not found
rhagallery.ie,Live (HTTPS),v=spf1 include:spf.reg365.net ~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:friends@rhagallery.ie
galwaytourism.ie,Live (HTTP),v=spf1 a mx include:websitewelcome.com ~all,Not found,v=DMARC1; p=none; rua=mailto:ce846baf341e40d8afeffd6b1cad0074@dmarc-reports.cloudflare.net
businessplus.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com ip4:195.234.243.112 ip4:206.155.87.84 ip4:103.13.71.86 -all,Not found,v=DMARC1; p=reject; rua=mailto:6c46e6998a6d330@rep.dmarcanalyzer.com; ruf=mailto:6c46e6998a6d330@for.dmarcanalyzer.com; fo=1;
drugsandalcohol.ie,Live (HTTP),Not found,Not found,Not found
babydocshop.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com -all,Not found,v=DMARC1; p=none;
supervalu.ie,Live (HTTP),v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
just-eat.ie,Live (HTTP),v=spf1 include:_spf.just-eat.co.uk -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarcreports@takeaway.com; ruf=mailto:dmarcreports@takeaway.com; fo=1
cyclingireland.ie,Live (HTTPS),v=spf1 ip4:185.224.198.16 ip4:217.78.1.178 ip4:87.76.24.32 ip4:87.76.24.33 include:spf.protection.outlook.com include:spf.mandrillapp.com include:mail.zendesk.com include:spf.mtcserver.com -all,cyclingireland-ie.dkim.mtcserver.com.v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAv2IxHPlCJRQwAMfTzcZfA/QfbKpbSA8iR/E32Y1VEkjwq7bqDNGeQ8DKSDrewPRt3wnL3Lnt1hkcXt7WX1Z6f/lRaxQNNNnuzw7xIbJdXU4rjPcny89jM7Y6b1I6YUTTquxEeZESrwdG4aefiq2yMZQO0u3F13OsrIjNyB7vMJntvnLqgWnti9XSocOsAR2Bu 4eJViTsvGiwqkxc6aXLHSXA/sn8Onm1SYdv6epo3MXZAPzTnHMWj/R//NjlfAb3bvwAgkG7xIJ8SRyqBnbRNOdm1J2I96fCY+p7A6cHTMWPBM0a8/RMEj4GEN8lZO0Ae7om/Na8Pmd5h4aOu22CrQIDAQAB;,Not found
buildingsofireland.ie,Live (HTTP),v=spf1 include:mailgun.org ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@housing.gov.ie; ruf=mailto:dmarc@housing.gov.ie; fo=1v=DMARC1;p=reject;sp=reject;adkim=s;aspf=s
welfare.ie,No response,v=spf1 include:_spf.circulator.com include:_spf2.circulator.com mx ip4:193.178.95.14 a:mail1.welfare.ie ~all,Not found,v=DMARC1; p=reject; rua=mailto:e469da9c3a54521@rep.dmarcanalyzer.com; ruf=mailto:e469da9c3a54521@for.dmarcanalyzer.com; fo=1;
ocaoimh.ie,Live (HTTP),v=spf1 include:spf.messagingengine.com ?all,Not found,Not found
marine.ie,Live (HTTP),v=spf1 ip4:3.123.206.219 ip4:3.68.129.51 ip4:193.1.186.252 ip4:193.1.186.229 ip4:34.246.32.25 include:marineinst.onmicrosoft.com  include:spf.topsec.com include:servers.mcsv.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:administrator@marine.ie; ruf=mailto:administrator@marine.ie
soundstore.ie,Live (HTTP),v=spf1 +a +mx include:spf.protection.outlook.com include:relay.mailchannels.net include:spf.elive.net ip4:185.53.174.129 ip4:87.76.21.56 -all,Not found,v=DMARC1; p=none; pct=100
bellababy.ie,Live (HTTP),v=spf1 mx a ip4:217.182.232.172 ip4:212.126.59.210 ip4:217.182.232.161 include:mailgun.org include:sendgrid.net ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzPTM20Bs7YIAn3o9xlHLQG6WyS8Jrloq5rpPvsaZKn1RTXtRbPg5mMxWVEXVe+1CvQwDotq+Qw38NIlUNCO0DeXvB00j69v6XrbJceUJEkzJkher1ufNwyCVaKlYUa3MG0mxeKW0EWLHeD7r/Exfc5gbeiXb0Zx8AqK+KkUZZe9Eq7W1OWwziVzRZoH4/ElXo ApAjvWolnKXkkpT2HSgqUVQSL01tGn4u5avNdFEcwKIe7ZEuhUuJkmXmZI2kVMmE3ILA76YOWC+bfrHfhxCd7vJr29eVEPs0nA76v7RElZL5chF4pYv9lbvykPUDE+9XJDjJyBoMT2pWvcg56XyNQIDAQAB;,v=DMARC1; p=none;
greatoutdoors.ie,Live (HTTP),v=spf1 +ip4:104.27.188.218 +ip4:68.66.213.144 +ip4:68.66.213.14 +ip4:159.253.225.211 include:_spf.salesforce.com include:servers.mcsv.net include:sendgrid.net include:spf.mandrillapp.com include:spf.protection.outlook.com include:mailgun.org -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnbU2o7JpRkEArgH6L4/kytsxm9l38KRwuVwYBXrTBNLAdNQn3COG/8KD/k3sGoHW1lPj++icOaQpyi2oYIzkFc6Bx8XBOalOfliJKc/vTvA252mNnO6CbWwp1cf4lnQRqgWM6jh2bSiLDmj/3kHAneP+6hQSEqINkQOmqD6cIdDva4TYfstvNAxb6lCITxLg5 kGhNusgNsk1yiyJmMyOlwfE71ld7FRiGl/07f99ysserIlo091cbf7XsSX9RsvA4kulBaToaZ7H3zRMA2GGiF0HNERCfTzb7LX8P4gqYo9qpE2yPb5Ahj827xdHadtyrJyXz6Yg4NX588x9WTXE2wIDAQAB;,v=DMARC1; p=quarantine; ruf=mailto:kis0mjof@fr.dmarcian-eu.com; sp=none; fo=1; pct=1;
advertiser.ie,Live (HTTP),v=spf1 ip4:89.101.56.202 ip4:91.223.9.82 ip4:34.242.69.153 ip4:52.50.120.120 ip4:52.19.67.87 include:spf.protection.outlook.com include:aroconnect.net ~all,Not found,v=DMARC1; p=quarantine; pct=100; fo=1; ri=3600;
atu.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:sendgrid.net include:spf1.atu.ie include:amazonses.com ip4:34.241.149.181 ip4:34.240.68.23 ip4:193.1.112.103 ip4:192.254.120.51 ip4:168.245.104.162 ip4:89.167.234.245 ip4:89.167.234.247 ip4:54.75.159.239 i p4:89.185.148.18 -all,Not found,v=DMARC1; p=reject; sp=reject; ruf=mailto:dmarc@atu.ie; rua=mailto:dmarc@atu.ie
iaa.ie,Live (HTTP),v=spf1 mx ip4:213.94.227.172 ip4:213.94.227.174 ip4:83.71.131.234 ip4:213.94.227.184 ip4:81.93.164.103 ip4:81.93.173.201/32 ip4:193.120.143.70 ip4:193.120.143.134 ip4:193.120.143.138 ip4:193.120.143.176 ip4:68.219.215.137 ip4:83.71.144.158 include:_spf.ps m.knowbe4.com include:spf.topsec.com include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=quarantine;sp=quarantine;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
myfancydress.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,v=DMARC1; p=none; rua=mailto:niall@myfancydress.ie
blarneycastle.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
galwaybeo.ie,Live (HTTPS),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=quarantine; sp=quarantine; rua=mailto:dmarc@galwaybeo.ie; adkim=r; aspf=s
tipperarylive.ie,Live (HTTP),v=spf1 ip4:195.59.103.140/30 ip4:195.59.103.208/29 include:_spf.google.com include:maxemail.emailcenteruk.com include:servers.mcsv.net -all,Not found,Not found
url.ie,Live (HTTPS),v=spf1 +a +mx +ip4:185.224.199.83 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1YkCzW0IDVOwJxSquBImuCIMfec+a4/eu7Zw4VDBD1c+aQaBJhtT5/e4NFBXskASFJUu5zBeftQD1XLcJ2hvCRCHngiA/TP3v9gSC4seEXQRjZEhzeYZ19BvE19wNg4Ntb9bmli85HIXkTyG6PzwTV6gbQIt9APtVhAoBaJySMKa5ZGGWOEIFdoknrsD1JGbE cwhE0ltucO46ReXGBNZ4zzC/07SMmVDWgoOTveeO7Hnw1yMY9Uv6sdtZ0EKTYFEl9MuEDxEOd8VDHZx1b5EcGqWOoZ9CLIP4PdXCGR/FbGKRGuesqKMvhQRYn0JvsSiNuo+I/DDyypS6+PrXz3SKQIDAQAB;,Not found
dublin.ie,Live (HTTP),v=spf1 mx a ip4:185.2.66.42 include:servers.mcsv.net include:_spf.google.com ~all,Not found,v=DMARC1;p=none;
mentalhealthireland.ie,Live (HTTP),v=spf1 a include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
spunout.ie,Live (HTTP),v=spf1 include:servers.mcsv.net include:_spf.google.com include:spf.mandrillapp.com ~all,Not found,v=DMARC1; p=none
rcsi.ie,Live (HTTP),v=spf1 include:_spf2.rcsi.ie include:_spf3.rcsi.ie include:_spf.google.com include:spf.protection.outlook.com include:spf-eu.emailsignatures365.com include:elluciancloud.com ~all,Not found,v=DMARC1; p=none; rua=mailto:noc@rcsi.ie
sellmyweddingdress.ie,Live (HTTP),v=spf1 +a +mx +ip4:35.214.219.0  include:sellmyweddingdress.ie.spf.auto.dnssmarthost.net ~all,sellmyweddingdress.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_e0847c158f9e5b0ea572fed5344741d8.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDC/DYMPAEC6QUx7UY2UrEBOfswQrZCLVfs0AyO8rBXMmrSoekTuhz4UB5TYCcwPWl/LVVukvP40I0PxJ/xifbbkBLh/kuiTDJ/L3+ZZt2+2oOy2qZlFyuJ0h710eCw6mnDs3bP3pqoQGQVFsdqeb6W+QM7IWy0tT2XO68Oez/DiQIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
crokepark.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.ess.de.barracudanetworks.com ip4:94.76.222.202 ip4:94.76.241.18 ip4:109.145.193.27 a:shops.shopify.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc_agg@vali.email;
irlgov.ie,Live (HTTP),v=spf1 -all,v=spf1 -all,v=spf1 -all
examiner.ie,Live (HTTP),v=spf1 ip4:95.83.233.161 ip4:212.224.108.147 ip4:79.133.49.230 ip4:82.98.70.251 ip4:82.98.70.248 ip4:52.30.213.6 include:_spf.google.com include:spf.protection.outlook.com include:_spf.salesforce.com include:servers.mcsv.net include:mailgun.org  ~all,Not found,v=DMARC1; p=reject; pct=100; rua=mailto:312451cd@mxtoolbox.dmarc-report.com,mailto:dmarc.reports@examiner.ie; ruf=mailto:312451cd@forensics.dmarc-report.com,mailto:dmarc.reports@examiner.ie; sp=none; ri=86400
cordners.ie,Live (HTTP),Not found,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAq5e2yCkd8E7fh3sUqGVRt8teoojUtA+BIQt0Eb0rG4vbIRV0EVCV0mnL5tOJisdyBVX4kwX8NcOEkR+zF48dFbBuZejMKPl8g5Zcfj5incJcZBfUB3wZMLvOzhqakcT+Bsbe7BrMkFnR7SQVdcCRdtEg5QEK+SeAebyg9jvbBqZQhAJ30FmKXLGP5Si2j+1sq 63kexpU1sVmbdSoEf+/daBQ9WoXuw+qePVlfK0/BO0KJFlWfZmlpf8hcThj915OYspONqWvguAB+v66onWQorIuYtEQZggLfw+/nrfSdwtEBsaXLwGBkL1m3iKXLh5Ejojwu2TQHknUXQ5yH27rxwIDAQAB;,Not found
hpsc.ie,Live (HTTP),v=spf1 ip4:137.191.235.144/29 ip4:185.212.34.48 ip4:185.212.34.46 ip4:137.191.235.252/29 a:dispatch-eu.ppe-hosted.com include:spf-00692701.pphosted.com include:spf.protection.outlook.com ip4:54.229.2.165 ip4:52.30.130.201 ip4:52.17.45.98 ip4:52.16.19 0.81 -all,Not found,v=DMARC1; p=quarantine
agridirect.ie,No response,v=spf1 a:agridirect.dmacmedia.ie include:spf.protection.outlook.com -all,v=DKIM1; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC924jncL7/zTLns1jZNdqKcg05yC4GHogOB+LMiTCE77Sl5suCTFynhkAx2SNFl9gCpbjjAKU5bIfZM0wrxSZugh9gFPHyxNHYcJsGZsy3fLP3YMx7AqS+pQ2NMT9iJ3Oim4ZNo8hNhJidiSaLmG6BW6am06FlDm3/tBpBc14QqwIDAQAB;,v=DMARC1;p=none;
nitrotek.ie,Live (HTTP),Not found,Not found,Not found
everysaving.ie,No response,Not found,Not found,Not found
citywatches.ie,Live (HTTP),v=spf1 ip4:148.251.137.112 include:zoho.com -all,v=DKIM1; k=rsa; t=s; s=email;p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA6BIO49AFq+kH682k3QOxJx0Naw8BPZ6XKLpAkc9In/lONU0VihUMiAMraQG0g2wGknFfK8RUOFH0CzKKMBfn+1EO9lL6EPyDJfmSpxqG78T+90X9YNx8fVVGMsD6QHaF4NK1u37Ml2tfhibWPEbTFJwtG/kpbD0h3/vX3Tp8AuDDz4cyV/kS +yPPbDMzBVVn/0+qgt11PKuQHt voybAgx7cugdk/oyqfEI6xb2aQEryXH1Tapn1bUfMUIxwOQpM9OjyACSAC+6s+uANy6uYb0uW8ym6pN3s/iiEfdRczKxA7rL9wUZXa/OwQMogBbEMoN3wCABqtja6NV8lypO/nrQIDAQAB,v=DMARC1; p=none; sp=none;
borderlandmuff.ie,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,Not found
oflynnsfootwear.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
littlesportbikes.ie,Live (HTTP),Not found,Not found,Not found
alila.ie,Live (HTTP),v=spf1 ip4:185.224.198.159 +a +mx +include:_spf.google.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqPlumU18zYKcF1uZH9jRxwnYq6syFlXhjy4sSjI9DOxD4ODF4eVYWLz8PabhwteW9henmIEU9eLXl2VanJt35LGzFayW8y3USOxcSJeclo27uE0S6LfEP0vaor/Ra2tlK/ngEHsQD4o07Fx/QoMQowUVEnllOkWJXY15boirSYOGVlVqh9kyHlc9lQavpzdMg 0tSH3zX+d3TGPRCeyaT1WZC5DFqwOmK+udUAnp/STht2c+FbcM6awzahy0eX0VZOPzai0zVpKKeoV5huJPHNOXCvZM2H5D8QdE3Bt5vZhBiEAOCLmnsJeGRyko0x9LmJeSC9kkuzc85JojFDp8uJwIDAQAB;,Not found
fingal.ie,Live (HTTP),v=spf1 mx include:spf.protection.outlook.com ip4:137.191.240.163 ip4:213.143.154.166 include:spf.mailjet.com include:spf.topsec.com -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email; pct=100; fo=1;
jamesjoyce.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none;
artscouncil.ie,No response,v=spf1 include:servers.mcsv.net include:eu._netblocks.mimecast.com ~all,Not found,_dmarc.artscouncil.ie._dmarc.smart.ondmarc.com.v=DMARC1; p=quarantine; pct=100; sp=none; rua=mailto:9837fab6@inbox.ondmarc.com,mailto:dmarc_agg@vali.email; ruf=mailto:9837fab6@inbox.ondmarc.com; adkim=r; aspf=r; fo=1; rf=afrf; ri=3600
ispca.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.blacknight.ie include:authsmtp.com ~all,Not found,v=DMARC1; p=none;
ease.ie,Live (HTTP),v=spf1 include:_spf.google.com include:shops.shopify.com ~all,Not found,v=DMARC1; p=none; rua=mailto:postmaster@ease.ie; ruf=mailto:postmaster@ease.ie; sp=none; aspf=r; adkim=r;
aontasnascribhneoiri.ie,Live (HTTP),v=spf1 include:_spf.google.com include:sendersrv.com ~all,Not found,v=DMARC1; p=none; rua=mailto:ronan.odochartaigh@gmail.com
broadsheet.ie,Live (HTTP),v=spf1 +a +mx -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEArTdMZCoFy/8G6pxMC9OypI+gdc0B88DtTewd6n46Al3lI8mCxDtSTbUpm+apW+0ot3HVLy51fyOKTNlDtWJWEB54VW4iCKRZ6S/GFFXor6HQ+Uxg/UqpYoAoIZxiDqiLKsKCprXX/Vfxpz8U2+KQOrusl3vww4Wpq/nvbjPJJbMR7sjofuM8OOb4N9kYlJIPS eyFHfRuP+lOGtiIU5J5DGcIEormgBvhYrmzAI8lCq4OnWM0ZoqWLNNqFZK17ida1IBBhO6GaDEhVbcxwOxaPsIIe8Rct239+o0xZf0fR78xi5mEhH4u4rRIJAbwiRSGBMC2F5W5ss2ndzs/YbrKQwIDAQAB;,v=DMARC1; p=none;
gearjewellers.ie,Live (HTTP),v=spf1 include:mailgun.org include:_spf.google.com ~all,Not found,v=DMARC1;p=reject;sp=reject;pct=100;rua=mailto:dmarc@gearjewellers.ie;ruf=mailto:dmarc@gearjewellers.ie;ri=86400;aspf=r;adkim=r;fo=1
lidl.ie,Live (HTTP),v=spf1 include:_spfg.mail.schwarz ip4:94.236.83.186 ip4:52.58.140.247 ip4:52.58.125.153 ip4:52.58.101.176 ip4:52.58.71.98 ip4:52.58.208.11 ip4:52.58.208.17 ip4:52.28.33.180 ip4:52.29.33.71 ip4:81.246.117.64/26 ip4:81.246.126.128/25 ip4:91.183.148.64/ 27 ip4:217.111.201.64/28 ip4:212.35.104.128/26 ip4:212.35.104.176/28 ip4:185.145.13.98 -all,Not found,v=DMARC1;p=reject;adkim=r;aspf=r;rua=mailto:schwarz-dmarc-rua@sasms.mail.schwarz
woodies.ie,Live (HTTP),v=spf1 ip4:82.147.18.199/32 include:spf.protection.outlook.com include:spf.givex.com include:8026331.spf07.hubspotemail.net ?all,Not found,v=DMARC1; p=reject; rua=mailto:220de43055e1045@rep.dmarcanalyzer.com; ruf=mailto:220de43055e1045@for.dmarcanalyzer.com; fo=1;
dbs.ie,Live (HTTP),v=spf1 ip4:89.101.121.155 include:_u.dbs.ie._spf.smart.ondmarc.com include:_spf.salesforce.com -all,Not found,v=DMARC1; p=none; sp=reject; fo=1; pct=100; ri=86400; rua=mailto:edc840a1@inbox.ondmarc.com,mailto:dmarc-reports@dbs.ie,mailto:56bd0390677b448f90363758eedc263f@dmarc-reports.cloudflare.net; ruf=mailto:edc840a1@inbox.ondmarc.com,mailto:dmarc-reports@dbs.ie
fashion.ie,Live (HTTP),v=spf1 ip4:217.115.119.176 ip4:79.124.76.47 +a +mx +ip4:217.78.1.179 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA3fdo1GAu4aJ+WJ0pa1kNWJHznavMJnzsmW/2t0064JVVc9ClyRGbXR6HJCpt7z2iU61iud2RF3G/cHLbneuy9oMmLJEuDVlWZF2B2jGio1Za3A0HJ9R+WkWdkhXY/0YcKxQVKJX/uLCyOI2JeIEIBTS4ShuCu9WPWKA16ye5nHu7vT8OjhviauMfC4bDmnlem ty9eYZwMSXZpaK7Um59NNa2b0WM23YO85xIxa9yTtGn4F99vTchgS+H6iPSTT+ESTgoYBl5jt2MR4kER4Q/MxIuCI0igdyECLZR8WJI0/N0BJxF9sirWe5K1qBH3MYqD2lvyrw4BPWH++PVsItalQIDAQAB;,Not found
paulsheeran.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:143345401.spf03.hubspotemail.net ip4:89.101.220.146 ip4:185.11.186.226 ip4:185.11.186.227 ip4:185.11.186.228 ip4:51.68.213.237 ip4:149.86.97.75 ip4:149.86.97.76 ip4:45.66.68.83 ip4:45.66.68.82 ip4:45. 66.68.80/29 +a +mx ~all,v=DKIM1; h=sha256; k=rsa; s=email; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA5Rt2WqMb36avQXWtWepWtTnNykxkXseTGfbUPeTKNy9BexZN1BFLNHXw08aHe9YzDzUCsdfXlXLH4VQO4Dc6F5fWE1y1A/JYgP9o22rX5gQsNJugm/wGETRuYVGU7dKNPkEkYPgxfhDUTHSEYzPTcp6IInIx4OwtJCQ5MQ2wU S/Y3/fIhEA0F2iShweod5nCIPfthtkgEWcw8W68s0187UvYCsRmsKMu9HO8cAsfz1gzgHGr+m8DWitigQ6B/pCjEzEP5tiQQhXwnf+cT3rR1sSXa8qJOyUXA91hKyOCz7sgS0fFqBj+zsrc1YFtBrBpi/gGObQdRbi1aI+KBkSMpQIDAQAB,v=DMARC1;p=none
coopsuperstores.ie,Live (HTTP),v=spf1 include:spf.mandrillapp.com include:de._netblocks.mimecast.com -all,Not found,v=DMARC1; p=reject; rua=mailto:697879d78a9a472@rep.dmarcanalyzer.com; ruf=mailto:697879d78a9a472@for.dmarcanalyzer.com; fo=1;
theshoeparlour.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 +include:_spf.google.com ~all,Not found,v=DMARC1; p=none; rua=mailto:info@theshoeparlour.ie
cinders.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; rua=mailto:info@cinders.ie
hickeyspharmacies.ie,Live (HTTP),v=spf1 include:spf-00779101.pphosted.com include:spf.protection.outlook.com include:spf.mandrillapp.com include:mail.zendesk.com -all,Not found,v=DMARC1; p=none
friendlydays.ie,No response,Not found,Not found,Not found
clothing.ie,Live (HTTP),Not found,Not found,Not found
fitnessdigital.ie,Live (HTTP),v=spf1 include:_spf.google.com a mx -all,Not found,Not found
