Domain,Website Status,SPF,DKIM,DMARC
derrygaa.ie,Live (HTTP),v=spf1 include:secureserver.net -all,Not found,Not found
eurocamp.ie,Live (HTTP),v=spf1 include:_spf.google.com include:spf01.azurhost.net include:mail.zendesk.com ~all,Not found,v=DMARC1; p=quarantine; adkim=r; aspf=r; rua=mailto:vacanceselect.rua@emailsecurity.merox.io; ruf=mailto:vacanceselect.ruf@emailsecurity.merox.io;
nozomishoes.ie,Live (HTTP),Not found,Not found,Not found
ilovelimerick.ie,Live (HTTP),v=spf1 mx a include:spf.elive.net -all,v=DKIM1;k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDFQI10NvIxY6Xozo37jmPDre+AJxnTYrr9TFoAAMLTDIS2AVDphevaETVuePRu+Go4yMGOFt5bepPEC7Hi4yBUt4ffomK1aPwQJoNoNAA8moQ1Mvbb+xf2XmDAmxQ9Pyt20wwNwDQLXPt5Z7+bFHUZaEyujfpZhmtkNAu5KpRccwIDAQAB;,Not found
abbeytravel.ie,Live (HTTP),v=spf1 include:de._netblocks.mimecast.com a:mail.clubtravel.ie a:mail-rs1.clubtravel.ie ip4:162.13.67.43 ip4:46.38.183.30 ip4:83.138.154.78 ip4:162.13.66.166 include:spf.protection.outlook.com include:nw007.com ~all,Not found,v=DMARC1; p=none; ruf=mailto:dmarc-ruf@abbeytravel.ie; rua=mailto:dmarc-rua@abbeytravel.ie;
affordablehomes.ie,Live (HTTPS),Not found,Not found,Not found
amcc.ie,Live (HTTP),v=spf1 +a +mx +a:ms1.carsireland.ie +ip4:91.210.232.215 +ip4:185.2.66.172 +include:spf.blacknight.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1nWlTqPgdz0w38RSeAqkOJbNbrTvbglmFXxuFzyvesGcOYw+xIlYX48xzT61Aj3PTRl7e0xH4LGnpAGwIKG+81Vy9V/Hy6JmN+O9T3j0co8PPHeMSmR5pYrznpqy6UQ6iKj24Fj6P+8nMVCVg+ggSJ/60uiWo8bE4uNXWfBEOuutFkSkhWsr3GRJiH0eelMnc FdHtObwCsnV9n1ehIEz+3hzWlfj36uIrJHa/sL6MlmNm6PIRdXkPOyd4fIelEhBH/j4V9yfAOX++mQeowIe64bL7DSAmo06lF+lG2C0yPCLWjkPfM/y/jVUZBEj0IBdmRjJ6jgJRjjMshQ4tJuCXQIDAQAB;,Not found
aquasana.ie,Live (HTTP),v=spf1 ip4:62.190.128.130 ip4:66.117.17.106 ip4:66.117.17.107 ip4:62.190.128.139 ip4:231.107.239.9 ip4:231.107.239.22 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject; sp=none; fo=1; rua=mailto:dmarc.monitoring@centerparcs.co.uk; ruf=mailto:dmarc.monitoring@centerparcs.co.uk
arccinema.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:emailconfirmation.admit-one.eu -all include:amazonses com  -all,Not found,Not found
auraleisure.ie,Live (HTTP),v=spf1 include:spf.reg365.net include:_spf.elasticemail.com ~all,Not found,v=DMARC1;p=none;
ballybuniongolfclub.ie,Live (HTTP),v=spf1 ip4:86.43.123.250 include:spf.protection.outlook.com include:spf.stackmail.com -all,Not found,v=DMARC1; p=reject; rua=mailto:hostmaster@ballybuniongolfclub.ie;
ballyhass.ie,Live (HTTP),v=spf1 +a +mx include:amazonses.com include:spf.mandrillapp.com ~all,Not found,Not found
bargaintown.ie,Live (HTTP),v=spf1 ip4:62.233.107.11 +a +mx +ip4:212.38.164.11 +ip4:212.38.164.201 +include:spf.smtp2go.com +include:spf.protection.outlook.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAsE+GiUSumE1xmENxSD8kvA1FKXt910psMjl7qsRhGdlO8Sjh//kVNn9Mp3oABk0UHfFTNx2QJdgoZZWg3392bLW4Tlab4MBdZYRLslpy5m4ZK4DHRe3IobVlYcBJ9rdZbixfQ/rvAkbHFmMoUGhTKTQR5FVOPCZSV2rSVJnFDMD0ZPcMemC/nmMI4TZTm8ff4 KjOnQmELdoZo+qJods/kkrcm/rCQunGjY7OCtg2wjOE5gwHfLhzHaGzH/a8OLh12qAuQkErUkf++2j7pajW0I3S7GHACwx+PtFfPixJPIp1k9ZPKFX1CYaSOs9HQ5Wpa/cu8pcEI+Xymtpiz5vrtwIDAQAB;,Not found
bedworld.ie,Live (HTTP),v=spf1 include:_spf.google.com include:spf.sendinblue.com ~all,Not found,v=DMARC1; p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf; pct=100; ri=86400v=DMARC1; p=none; fo=1; rua=mailto:noreply@bedworld.ie
bnmrecycling.ie,Live (HTTPS),v=spf1 include:_spf.mailersend.net include:spf.protection.outlook.com include:authsmtp.com -all,Not found,Not found
business24.ie,Live (HTTP),v=spf1 -all,Not found,Not found
carstore.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:amazonses.com -all,Not found,v=DMARC1;p=none;sp=none;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
cavangaa.ie,Live (HTTPS),Not found,Not found,Not found
churchtv.ie,Live (HTTP),Not found,Not found,Not found
clarelive.ie,Live (HTTP),v=spf1 ip4:66.102.128.96 ip4:190.180.144.232 ip4:91.136.49.203 a mx include:relay.mailchannels.net ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyQeHLY6SvvqZUg8x9AkVSmbqQdiIwr5NM1w/z6a90L4yPJ3poxWOk5+5o3EewKo8vz0q1qzL6js3N56PCKREu4R4Mq3/t7SbhSMTcn2nTvC0AepZ/Ee2bIY1AoV2dpNDgxqFkD/epOi5HwvsWI4HxtW6fMbIc6mkCqgTSS0QbhEwIdPuWmeZwH00n4U3E/K/c +/SWd0ir+HOrBRwNywlmkvBwocnLis7o29PthVGZxYpm3tORKa8K5qcxMBG1Ewh0i7urTklG5wMz2dnsjSBfuhxejUqCRUkO14iyxVvDlfdLQK9NixN7BndXxqtRS6kHtcabNb7NqFSNK3pqyykWQIDAQAB;,v=DMARC1;p=reject;pct=0
connollys.ie,No response,v=spf1 ip4:195.81.253.80 include:connollys.ie include:spf.protection.outlook.com include:spf.ess.de.barracudanetworks.com include:spf.emailsignatures365.com include:amazonses.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:e0o75dwy@ag.eu.dmarcian.com,mailto:dmarc@connollys.ie; ruf=mailto:e0o75dwy@fr.eu.dmarcian.com; sp=none;
dacia.ie,Live (HTTP),v=spf1 a include:smtp.renault.com exists:%{i}.spf.hc1506-8.eu.iphmx.com -all,Not found,_dmarc.dacia.ie._dmarc.smart.ondmarc.com.v=DMARC1; p=reject; pct=100; sp=reject; rua=mailto:8861c14b@inbox.eu.redsift.cloud,mailto:mb2glhd4@ag.dmarcian.eu; ruf=mailto:8861c14b@inbox.eu.redsift.cloud; adkim=r; aspf=r; fo=1; rf=afrf; ri=3600
epvdays.ie,Live (HTTP),v=spf1 +ip4:178.62.123.5 +ip4:35.204.45.190 +a  +mx include:epvdays.ie.spf.auto.dnssmarthost.net ~all,epvdays.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_5717199c78a8feaf39046ad8a86c986e.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDQz5OtFxQW8r3PX054kBruWIIWoACOeCNynFceOlU6G4hJI4E54M3kAEBt81m6fkriIpgkeiswzGEaWBmOZfORINgCk0qPyPN6F2mE5u7prOZuQMApc8mPjDKehNS0rVvOMafjw9gEPM+e13pbQ7gsVwuqmLwbUU5TWEGes6PE1QIDAQAB;,v=DMARC1; p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf; pct=100; ri=86400
esinet.ie,Live (HTTP),Not found,Not found,Not found
farnhamestate.ie,Live (HTTPS),v=spf1 ip4:190.180.144.248 ip4:91.136.49.205 ip4:185.61.1.131 include:spf.protection.outlook.com include:authsmtp.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAxn7D43UpTzC08u42sQTcxLguyJQG277vZH2kBzBLIZPWLLCeo4z232DbTGjhLKDCMGngSLTfucFpSKw7LPDxFL47FaWDdOgM/rhQKYNHCUAqr3qYbnt055t06n7h06MF/CKFRm3TwRRj7hXM3nn2lwg93gFIT16Mdk4ou96EoAIUR/gnr70qKrrpq28ZAc09Z ymkGdeVGvumVgx04SDP4yvYga3/ANvjH24imM/VKmkwQvzH5c5uvTVz4LGbDTDa/yWxT+PhRMnTx3W2Gf6WT4rSUF4JP5/TK32bS3wfkNedwOs3WKYxnos/8wDEZ0LPPBEVmV0fpYXBO1tMoxvujQIDAQAB;,v=DMARC1; p=none; rua=mailto:dmarc@lantech.uriports.com; ruf=mailto:dmarc@lantech.uriports.com; fo=1:d:s
feelgoodcontacts.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:msgfocus.com -all,Not found,v=DMARC1; p=quarantine; rua=mailto:admin@feelgoodcontacts.ie; pct=50
garagemanager.ie,Live (HTTP),v=spf1 mx a,Not found,Not found
gleneaglekillarney.ie,Live (HTTP),Not found,Not found,Not found
godating.ie,Live (HTTP),v=spf1 include:spf.datinglab.net -all,dbzi1s.dkim.datinglab.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQClFMC+GzVOzsbjjw1b1QQYcsSTZ65cLQIRfyaxKxK+dZKDhTYaNLUBPvI7GENauAPhWjUFUTS8YMA1qqpnUK7WCjG21xN0NWwpzyHIIexpeXF2zW++PNVlWyBVxwAttJDyOjYyL5c9Y8814qemSGffAIliNVFh1588+nIeu5vvsQIDAQAB,default.dmarc.datinglab.net.reject.dmarc.datinglab.net.v=DMARC1; p=reject; pct=100; sp=reject; fo=0:1:d:s; ruf=mailto:dmarc-reports@datinglab.net;
goodwins.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
grantsonline.ie,Live (HTTP),v=spf1  include:spf.protection.outlook.com  -all,Not found,v=DMARC1;p=reject;sp=reject;rua=mailto:gap-aggrep@susi.ie
herman.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
hiddenvalley.ie,Live (HTTP),v=spf1 +a +ip4:116.202.210.197 +include:spf.blacknight.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwlCE2+W5CwOWl80z62epWYoXiTwD/L5ApoTu15xI6xRRTTc1nLzvlDtU0vPJtj0SXAh57fqSfCHCQGTfRxQBfLfShGe3gWed2zamicIgRXy9zjdhuTDivV8CAjsMbKzPwB+3BOzEuDUrh2udqbLnhEAMcp0NqjsL0nlyZPMFB72C7NFEP6nExcJ+A9kk Z0mSvh5OQJuvXAQTAmVwvuijkE4uqtP8RH/AHbPqQKmD13RAJj6ozv5kWeCr3Y9qScLBwsMfeEb3RfhaXn+1IlVDYfUAD8A03eirFdh7TL+JNIxVmQOGldcNu5+N0JRyZCOb7YPnL8a/bqrNN8UeVYozDQIDAQAB;,Not found
hostingpower.ie,No response,v=spf1 include:_spf.google.com include:amazonses.com ip4:52.213.123.183 ~all,Not found,v=DMARC1; p=none;
irishpitchandputt.ie,Live (HTTP),v=spf1 include:zohomail.eu ~all,Not found,Not found
jennys.ie,Live (HTTP),v=spf1 +a +mx include:shops.shopify.com include:relay.mailchannels.net include:spf.mandrillapp.com include:_spf.google.com ~all,Not found,v=DMARC1; p=none;
kaffekapslen.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com MS=ms42545541 include:spf.mandrillapp.com include:mail.zendesk.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc@gn7yuz67.uriports.com; ruf=mailto:dmarc@gn7yuz67.uriports.com; fo=1:d:s
kitchtech.ie,No response,v=spf1 include:_spf.google.com ~all,Not found,Not found
kylemorecars.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtjycTe4TD7YE6TYyyyxeRJMppygCM0FZgV3S2fI/ULwUQj1h3I1xukru3vRVGp0ALx8dYa0bWbJJ0o+rOyI/veHHld6KpJalOE91qD4e/0DKyFa9EOkY/oYNzaN/WE2LUfJJdGd+AZV/Wa9iEezW99q99n9pBdd7c7gOtHdR0JLBPIXc6+TbPOdjUNbTeqlG4 7DsU3yXshSMeFYx7yaneTWF8/1d/hxZviBTZiNwu8IEs7YWqj/0nBXFHC/Ip/6pVqkF8dSN2Zzy85BH6pkPpiSchtuEWuNoj68y6YADajSFq+gjLXQ4kAXiG93Z56lQcqe5L9Wz28+/gkj8R9nqOwIDAQAB;,v=DMARC1; p=none;
lawnmowerpartsonline.ie,Live (HTTP),Not found,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA4wg9EQh4++Z1Oi28wA1jhQXSYlVFpIb9LTQUbgCy8fQ45MC1gf5wVV2nx2tJZtFQH7yWWmzKiCOb7lSIp4Ba2Fx0+VdG7ybtXoA8YYANTlDPZHTIOR5iaYIONStqIvjYUXBcUjpULBSbCjTBa7YcZasNJliQfjC9KXC81hMXVenNOTIwBw2JvWXrhikhTzDzV 7xpxdL9Nihe8nmW/xYLUMbY6k2wGgIcWtOYUGBo5bVnMKnaQOH4KI82GQo2wnPBV3YIy7ACiqAPiuySQMwyX22ffYRfCYEzxgk1naGqK0k1tM36jj8GzPB+gH/vRGEK9/z4aOvxSjEU6rge1+2iLwIDAQAB;,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
locumlink.ie,Live (HTTPS),v=spf1 include:_spf.google.com mx ip4:89.124.60.94 a:smtp1.mxsweep.com a:smtp2.mxsweep.com include:mailgun.org include:_spf.mail.yahoo.com ~all,Not found,v=DMARC1;p=none;sp=none;pct=100;rua=mailto:dmrcreports@locumlink.ie;ruf=mailto:dmrcfailures@locumlink.ie;ri=86400;aspf=r;adkim=r;fo=1
louthgaa.ie,Live (HTTPS),v=spf1 include:spf.reg365.net ~all,Not found,Not found
materprivate.ie,Live (HTTP),v=spf1 mx a ip4:109.70.209.92 ip4:74.127.26.11 ip4:109.70.209.90 ip4:91.220.45.49 a:mailvm.materprivate.ie a:filetx.digitalplanet.ie a:mailon.spamtitan.com include:spf.protection.outlook.com  include:spf.eu1.defend.egress.com include:servers.mcsv.net ip4:91.220.45.40 a:dispatch-eu.ppe-hosted.com -all,Not found,_dmarc.materprivate_ie._d.easydmarc.pro.v=DMARC1;p=none;pct=100;rua=mailto:ec61c46e1d@rua.easydmarc.us;ruf=mailto:ec61c46e1d@ruf.easydmarc.us;fo=1;
mayoeducationcentre.ie,Live (HTTP),v=spf1 ip4:217.115.115.198 +a +mx include:relay.mailchannels.net include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtwmiXsvlAIcgfvNY4gG1K1POpVnIpQC0FK5ogNflflaScjLBqi8XuYct/g32P4H6hhF6BaCW5Ux6y45mFcuyvzm0K5exugepRu9Q7aw3Kv2R+bnCz63Q+yyH1uI4h8hoDcjhVYEb8yEQU8pJfl0q0imjF3hgupNSeAdO6fCGavMPEqzcgjxlBJo720qS/2tW4 28OgOYMVrMAZP8WdWV/yo2RwnPbU8jcman5K8jzyuL+aLKMxhg7xgY03am9uOxSAqzrlbyqcjipvuUfW6waE4qpTc1wzaMYsV/N1rlIMRwb9ctBSbFOe7ffQOIOAaiNKsG8dlSfT1MH26Un9ujQsQIDAQAB;,v=DMARC1; p=none;
mcdonnellpaints.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:spf.exclaimer.net -all,Not found,v=DMARC1; p=none;
merlin.ie,No response,v=spf1 ip4:86.43.91.243 include:servers.mcsv.net -all,Not found,v=DMARC1; p=none; pct=25; rua=mailto:dmarc@merlin.ie
motarviews.ie,Live (HTTP),v=spf1 -all,Not found,Not found
mstore.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=none; 
mydavy.ie,Live (HTTPS),Not found,Not found,Not found
mymedicalcard.ie,Live (HTTP),Not found,Not found,Not found
mynametags.ie,Live (HTTP),v=spf1 mx a ip4:109.109.236.178 include:_spf.google.com ~all,v=DKIM1; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC8xebI+Ak+igtP1njrYLfip6A1yU0YE/ckLJKmwfY1zYPQaHA3rQWd1V7CKdAtDnTerU6FNTBkw6dDMLMgD48DMOAolgt5Xonmo6Vy32B8mO5qabPwBoUcEc+Q9HcN0r5IL4zZuDoCHhX7Y3A5Lxm+GP/Vh+Bw0NR2ybFwcsnS3wIDAQAB;,v=DMARC1; p=reject; pct=100; rua=mailto:ztakc3hm@ag.eu.dmarcian.com;
odlums.ie,Live (HTTP),v=spf1 ip4:23.83.208.0/20 ip4:46.232.183.0/24 ip4:199.10.31.235/32 ip4:199.10.31.236/32 ip4:172.255.62.10/32 ip4:172.255.62.11/32 ip4:54.245.125.39/32 ip4:103.18.109.138/32 ip4:54.214.232.113/32 ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:148.105.0.0 /16 include:spf.protection.outlook.com include:de._netblocks.mimecast.com -all,Not found,v=DMARC1; p=none; rua=mailto:655d2a788d66450@rep.dmarcanalyzer.com; ruf=mailto:655d2a788d66450@for.dmarcanalyzer.com; fo=1;
outdoorliving.ie,Live (HTTP),v=spf1 ip4:78.129.161.214 include:spf.protection.outlook.com include:mail.zendesk.com ip4:193.95.153.228 include:spf.mandrillapp.com include:mailgun.org include:servers.mcsv.net -all,Not found,v=DMARC1; p=none; rua=mailto:7e667b7523714e8bb057a729e425992e@dmarc-reports.cloudflare.net,mailto:rob@outdoorliving.ie,mailto:re+76a02a7f8b50@inbound.dmarcdigests.com
panda.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.eu.exclaimer.net ip4:89.204.240.42 ip4:52.209.222.127 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
partyworld.ie,Live (HTTP),v=spf1 include:_spf.google.com include:_spf.bigcommerce.com include:spf1.emailsecurity.app include:sparkpostmail.com -all,Not found,v=DMARC1; p=none;
pcspecialist.ie,Live (HTTP),v=spf1 include:eu.mailgun.org include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; ruf=mailto:dmarc@pcspecialist.co.uk; adkim=s; aspf=r; fo=1;
playblue.ie,Live (HTTP),v=spf1 include:zoho.com include:turbo-smtp.com include:amazonses.com ~all,Not found,v=DMARC1; p=none; rua=mailto:robert@playblue.ie, mailto:robert@playblue.ie; pct=100; adkim=r; aspf=r
pogocycles.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,Not found
rebelog.ie,Live (HTTP),Not found,d1spg50lbpsljt.cloudfront.net.,d1spg50lbpsljt.cloudfront.net.
rivervalleypark.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:mailgun.org -all,Not found,Not found
runningcalendar.ie,Live (HTTP),Not found,Not found,Not found
rw.ie,Live (HTTP),v=spf1 include:eu.mailgun.org ~all,Not found,Not found
seedsireland.ie,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,v=DMARC1; p=none;
shannonsportsit.ie,No response,v=spf1 mx ip4:93.107.41.11/32 ip4:54.38.79.66/32 ip6:2001:470:1f1d:e78::/64 ip6:2001:470:1dc8::/48 ip6:2001:41d0:801:2000::19/128 include:gmail.com include:dnsexit.com ~all,Not found,Not found
shoeshop.ie,Live (HTTP),v=spf1 a include:spf.protection.outlook.com include:amazonses.com -all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@zenotec.ie; ruf=mailto:dmarc@zenotec.ie; fo=1
sjilive.ie,Live (HTTP),Not found,Not found,Not found
statesavings.ie,Live (HTTP),v=spf1 mx include:spf.protection.outlook.com ip4:52.155.248.80 ip4:52.158.43.182 ip4:167.89.86.131 include:sendgrid.net -all,Not found,v=DMARC1; p=none; pct=100; ri=86400; rua=mailto:DMARCreport@anpost.ie; adkim=r; aspf=r; sp=none;
theorytest.ie,Live (HTTP),v=spf1 a mx a:theorytest.ie ip4:5.254.55.36 ip4:5.254.2.122 ip4:185.5.172.158 ?all,Not found,Not found
tipperarycrystal.ie,Live (HTTP),v=spf1 +a +mx include:spf.protection.outlook.com include:_spf.bigcommerce.com -all,Not found,v=DMARC1; p=none; rua=mailto:weborders@tipperarycrystal.ie; ruf=mailto:weborders@tipperarycrystal.ie; fo=1; pct=100; sp=none; aspf=r; adkim=r
toolforce.ie,Live (HTTP),v=spf1 ip4:91.210.232.30 include:spf.webhostingireland.ie +a +mx include:_spf.bigcommerce.com include:mail.zendesk.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc-reports@toolforce.ie, mailto:info@toolforce.ie
ucdpa.ie,Live (HTTP),v=spf1 include:spf.reg365.net include:_spf.arlo.co include:6655312.spf04.hubspotemail.net  ~allv=spf1 include:_spf.intacct.com -all,Not found,v=DMARC1; p=none;
vaughanshoes.ie,Live (HTTP),v=spf1 include:_spf.google.com include:amazonses.com ~all,Not found,v=DMARC1; p=none
vivastreet.ie,Live (HTTP),v=spf1 ip4:216.150.132.240 ip4:70.42.79.0/24 include:_spf.google.com include:mail.mplaurora.co.uk ~all,v=DKIM1; r=postmaster; g=*; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDAjNy76WSz27le8WK02r1AMloIfsp+Dnlh+/5/qxkv07Z9za8uLDMGRrnft3oTtGFEA7RVlYMr+g7z3VFEwV+pr0IB4Msg5BF6wCmRSA0K3PnSM5IgBi5YxUgBFHkbKHRoKqBBB57UtivZfebnSEDmgVfpo8FzsTEta9Kmpem3swIDAQAB,v=DMARC1; p=none
vms.ie,Live (HTTP),v=spf1 ip4:185.224.198.153 ip4:217.78.1.153 ip4:92.51.241.180 +a +mx ip4:217.78.14.153 ip4:5.9.139.34 include:spf.mailjet.com include:_spf.google.com include:spf.sendinblue.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwx3jcwMBAwtGNx/xfOkb9lr6uGKKkXoNwx2MqanHGgJdfnStdqwAjQSc7zG56947MKFjQ2mk0L9LkAiV4QNLG6fRvOexL537AC5y98kdqyfyIGcMxNjC6MXKZF4xHVjKThsCQUwv2yBz1pyubXiIOChFVEkW0OUg+SgTyY9C4cAZPV0aiImx5Md2KVodR4KDo mgTSvzH9XS7R3q+Qsfksf9pb79Fe/rcsYaoqJBCE6swVqV65v5dlAbbS7d7Ymx2G4eaEFb7opFhyArOCoXBzqKkpGU0ZtyhSlY9FpiH7j7iEDcpHrcpoXyshhhtcqZAf+pWibJUk8fFtBy4aIFfywIDAQAB;,v=DMARC1; p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf; pct=100; ri=86400
waterfordgaa.ie,Live (HTTP),Not found,d2awq3bnkt6ozi.cloudfront.net.,d2awq3bnkt6ozi.cloudfront.net.
welfarepartners.ie,Live (HTTPS),v=spf1 mx ip4:193.178.95.14 a:mail1.welfare.ie ~all,Not found,v=DMARC1; p=reject; rua=mailto:e469da9c3a54521@rep.dmarcanalyzer.com; ruf=mailto:e469da9c3a54521@for.dmarcanalyzer.com; fo=1;
westwood.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.trpcem.com include:spf-eu.emailsignatures365.com  -all,Not found,v=DMARC1; p=none; rua=mailto:support@wysdom.ie;
wexfordgaa.ie,Live (HTTP),Not found,Not found,Not found
windsor.ie,Live (HTTP),v=spf1 mx a include:spf1.emailsecurity.app include:spf.protection.outlook.com include:spf.exclaimer.net include:spf.hornetsecurity.com include:_spf.carusseldwt.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarcreports@windsor.ie
into.ie,Live (HTTP),v=spf1 a mx ip4:193.189.141.33 ip4:139.162.150.136 ip4:46.22.129.63 ip4:83.98.160.225 ip4:83.98.160.32 ip4:209.236.236.162 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc@lantech.uriports.com; ruf=mailto:dmarc@lantech.uriports.com; fo=1:d:s
promessedefleurs.ie,Live (HTTP),v=spf1 include:mx.ovh.com include:spf.brevo.com -all,Not found,Not found
fetchyourpetneeds.ie,Live (HTTP),v=spf1 include:emailsrvr.com include:_spf.elasticemail.com ~all,Not found,v=DMARC1; p=none;
otterbox.ie,Live (HTTP),v=spf1 ip4:74.112.65.242 ip4:77.107.223.35 include:spf.protection.outlook.com~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
corkoperahouse.ie,Live (HTTP),v=spf1 a mx a:mail.corkoperahouse.ie include:spf.seatgeekenterprise.co.uk include:servers.mcsv.net include:_spf.google.com include:spf.mandrillapp.com ~all,Not found,Not found
laois.ie,Live (HTTP),v=spf1 -all,v=DKIM1; p=,v=DMARC1; p=reject
jamesjoyce.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none;
kildarecoco.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.topsec.com ip4:213.143.154.166 -all,Not found,v=DMARC1;p=reject;sp=reject;adkim=s;aspf=s;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
millstreet.ie,No response,v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
ease.ie,Live (HTTP),v=spf1 include:_spf.google.com include:shops.shopify.com ~all,Not found,v=DMARC1; p=none; rua=mailto:postmaster@ease.ie; ruf=mailto:postmaster@ease.ie; sp=none; aspf=r; adkim=r;
newlands.ie,Live (HTTP),v=spf1 a include:spf.protection.outlook.com include:spf.mailjet.com -all,Not found,Not found
enzoshoes.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
littlesportbikes.ie,Live (HTTP),Not found,Not found,Not found
myfancydress.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,v=DMARC1; p=none; rua=mailto:niall@myfancydress.ie
